book,book_full,chapter,unit_idx,p_jewish,p_gentile,uncertainty,confidence,label,n_tokens,text
Luke,Luke,5,51,0.8412,0.1588,0.072,MED,Jewish,5,Οἱ δὲ εἶπαν πρὸς αὐτόν·
Luke,Luke,5,52,0.4076,0.5924,0.2025,LOW,Gentile,19,"⸀Οἱ μαθηταὶ Ἰωάννου νηστεύουσιν πυκνὰ καὶ δεήσεις ποιοῦνται, ὁμοίως καὶ οἱ τῶν Φαρισαίων, οἱ δὲ σοὶ ἐσθίουσιν καὶ πίνουσιν."
Luke,Luke,5,53,0.8864,0.1136,0.0557,MED,Jewish,5,ὁ ⸀δὲ εἶπεν πρὸς αὐτούς·
Luke,Luke,5,54,0.9358,0.0642,0.0559,MED,Jewish,15,Μὴ δύνασθε τοὺς υἱοὺς τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετ’ αὐτῶν ἐστιν ποιῆσαι ⸀νηστεῦσαι;
Luke,Luke,5,55,0.7317,0.2683,0.2074,LOW,Jewish,16,"ἐλεύσονται δὲ ἡμέραι, καὶ ὅταν ἀπαρθῇ ἀπ’ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις."
Luke,Luke,5,56,0.7909,0.2091,0.098,MED,Jewish,17,ἔλεγεν δὲ καὶ παραβολὴν πρὸς αὐτοὺς ὅτι Οὐδεὶς ἐπίβλημα ⸀ἀπὸ ἱματίου καινοῦ ⸀σχίσας ἐπιβάλλει ἐπὶ ἱμάτιον παλαιόν·
Luke,Luke,5,57,0.6036,0.3964,0.3476,LOW,Jewish,18,"εἰ δὲ μήγε, καὶ τὸ καινὸν ⸀σχίσει καὶ τῷ παλαιῷ οὐ ⸂συμφωνήσει τὸ ἐπίβλημα⸃ τὸ ἀπὸ τοῦ καινοῦ."
Luke,Luke,5,58,0.6357,0.3643,0.1232,MED,Jewish,8,καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς·
Luke,Luke,5,59,0.9951,0.0049,0.0089,HIGH,Jewish,17,"εἰ δὲ μήγε, ῥήξει ὁ ⸂οἶνος ὁ νέος⸃ τοὺς ἀσκούς, καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοὶ ἀπολοῦνται·"
Luke,Luke,5,60,0.5583,0.4417,0.1152,MED,Jewish,7,ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς ⸀βλητέον.
Luke,Luke,5,61,0.6147,0.3853,0.1509,LOW,Jewish,6,⸀καὶ οὐδεὶς πιὼν ⸀παλαιὸν θέλει νέον·
Luke,Luke,5,62,0.7255,0.2745,0.1416,MED,Jewish,6,λέγει γάρ· Ὁ παλαιὸς ⸀χρηστός ἐστιν.
Luke,Luke,6,1,0.9462,0.0538,0.0308,HIGH,Jewish,20,"Ἐγένετο δὲ ἐν ⸀σαββάτῳ διαπορεύεσθαι αὐτὸν ⸀διὰ σπορίμων, καὶ ἔτιλλον οἱ μαθηταὶ αὐτοῦ ⸂καὶ ἤσθιον τοὺς στάχυας⸃ ψώχοντες ταῖς χερσίν."
Luke,Luke,6,2,0.7199,0.2801,0.1659,LOW,Jewish,5,τινὲς δὲ τῶν Φαρισαίων ⸀εἶπαν·
Luke,Luke,6,3,0.62,0.38,0.0709,MED,Jewish,7,Τί ποιεῖτε ὃ οὐκ ⸀ἔξεστιν τοῖς σάββασιν;
Luke,Luke,6,4,0.8984,0.1016,0.1447,MED,Jewish,7,καὶ ἀποκριθεὶς πρὸς αὐτοὺς εἶπεν ὁ Ἰησοῦς·
Luke,Luke,6,5,0.2724,0.7276,0.1663,LOW,Gentile,14,Οὐδὲ τοῦτο ἀνέγνωτε ὃ ἐποίησεν Δαυὶδ ⸀ὁπότε ἐπείνασεν αὐτὸς καὶ οἱ μετ’ αὐτοῦ ⸀ὄντες;
Luke,Luke,6,6,0.9973,0.0027,0.0051,HIGH,Jewish,28,"⸀ὡς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ⸀λαβὼν ἔφαγεν καὶ ⸀ἔδωκεν τοῖς μετ’ αὐτοῦ, οὓς οὐκ ἔξεστιν φαγεῖν εἰ μὴ μόνους τοὺς ἱερεῖς;"
Luke,Luke,6,7,0.921,0.079,0.0383,HIGH,Jewish,3,καὶ ἔλεγεν ⸀αὐτοῖς·
Luke,Luke,6,8,0.5081,0.4919,0.2038,LOW,Jewish,8,Κύριός ἐστιν ⸂τοῦ σαββάτου ὁ υἱὸς τοῦ ἀνθρώπου⸃.
Luke,Luke,6,9,0.8013,0.1987,0.1111,MED,Jewish,12,Ἐγένετο ⸀δὲ ἐν ἑτέρῳ σαββάτῳ εἰσελθεῖν αὐτὸν εἰς τὴν συναγωγὴν καὶ διδάσκειν·
Luke,Luke,6,10,0.9789,0.0211,0.0209,HIGH,Jewish,12,καὶ ἦν ⸂ἄνθρωπος ἐκεῖ⸃ καὶ ἡ χεὶρ αὐτοῦ ἡ δεξιὰ ἦν ξηρά·
Luke,Luke,6,11,0.9586,0.0414,0.0232,HIGH,Jewish,16,"⸀παρετηροῦντο ⸀δὲ οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι εἰ ἐν τῷ σαββάτῳ ⸀θεραπεύει, ἵνα εὕρωσιν ⸀κατηγορεῖν αὐτοῦ."
Luke,Luke,6,12,0.9947,0.0053,0.0034,HIGH,Jewish,15,"αὐτὸς δὲ ᾔδει τοὺς διαλογισμοὺς αὐτῶν, ⸂εἶπεν δὲ⸃ τῷ ⸀ἀνδρὶ τῷ ξηρὰν ἔχοντι τὴν χεῖρα·"
Luke,Luke,6,13,0.7038,0.2962,0.2812,LOW,Jewish,6,⸀Ἔγειρε καὶ στῆθι εἰς τὸ μέσον·
Luke,Luke,6,14,0.3975,0.6025,0.2374,LOW,Gentile,3,⸀καὶ ἀναστὰς ἔστη.
Luke,Luke,6,15,0.9569,0.0431,0.0521,MED,Jewish,6,εἶπεν ⸀δὲ ὁ Ἰησοῦς πρὸς αὐτούς·
Luke,Luke,6,16,0.0632,0.9368,0.058,MED,Gentile,13,"⸀Ἐπερωτῶ ὑμᾶς, ⸀εἰ ἔξεστιν ⸂τῷ σαββάτῳ⸃ ἀγαθοποιῆσαι ἢ κακοποιῆσαι, ψυχὴν σῶσαι ἢ ⸀ἀπολέσαι;"
Luke,Luke,6,17,0.8847,0.1153,0.066,MED,Jewish,6,καὶ περιβλεψάμενος πάντας αὐτοὺς εἶπεν αὐτῷ·
Luke,Luke,6,18,0.8635,0.1365,0.0736,MED,Jewish,4,Ἔκτεινον τὴν χεῖρά σου·
Luke,Luke,6,19,0.9385,0.0615,0.0592,MED,Jewish,8,"ὁ δὲ ἐποίησεν, καὶ ἀπεκατεστάθη ἡ χεὶρ ⸀αὐτοῦ."
Luke,Luke,6,20,0.6275,0.3725,0.1093,MED,Jewish,13,"αὐτοὶ δὲ ἐπλήσθησαν ἀνοίας, καὶ διελάλουν πρὸς ἀλλήλους τί ἂν ποιήσαιεν τῷ Ἰησοῦ."
Luke,Luke,6,21,0.995,0.005,0.0014,HIGH,Jewish,20,"Ἐγένετο δὲ ἐν ταῖς ἡμέραις ταύταις ⸂ἐξελθεῖν αὐτὸν⸃ εἰς τὸ ὄρος προσεύξασθαι, καὶ ἦν διανυκτερεύων ἐν τῇ προσευχῇ τοῦ θεοῦ."
Luke,Luke,6,22,0.994,0.006,0.0066,HIGH,Jewish,56,"καὶ ὅτε ἐγένετο ἡμέρα, προσεφώνησεν τοὺς μαθητὰς αὐτοῦ, καὶ ἐκλεξάμενος ἀπ’ αὐτῶν δώδεκα, οὓς καὶ ἀποστόλους ὠνόμασεν, Σίμωνα ὃν καὶ ὠνόμασεν Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ ⸀καὶ Ἰάκωβον καὶ Ἰωάννην ⸁καὶ Φίλιππον καὶ Βαρθολομαῖον ⸀καὶ Μαθθαῖον καὶ Θωμᾶν ⸁καὶ ⸀Ἰάκωβον Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον Ζηλωτὴν ⸀καὶ Ἰούδαν Ἰακώβου καὶ Ἰούδαν ⸀Ἰσκαριὼθ ⸀ὃς ἐγένετο προδότης."
Luke,Luke,6,23,0.9965,0.0035,0.0051,HIGH,Jewish,40,"Καὶ καταβὰς μετ’ αὐτῶν ἔστη ἐπὶ τόπου πεδινοῦ, καὶ ὄχλος ⸀πολὺς μαθητῶν αὐτοῦ, καὶ πλῆθος πολὺ τοῦ λαοῦ ἀπὸ πάσης τῆς Ἰουδαίας καὶ Ἰερουσαλὴμ καὶ τῆς παραλίου Τύρου καὶ Σιδῶνος, οἳ ἦλθον ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν·"
Luke,Luke,6,24,0.6832,0.3168,0.0693,MED,Jewish,7,καὶ οἱ ⸂ἐνοχλούμενοι ἀπὸ⸃ πνευμάτων ⸀ἀκαθάρτων ἐθεραπεύοντο·
Luke,Luke,6,25,0.6711,0.3289,0.2088,LOW,Jewish,15,"καὶ πᾶς ὁ ὄχλος ⸀ἐζήτουν ἅπτεσθαι αὐτοῦ, ὅτι δύναμις παρ’ αὐτοῦ ἐξήρχετο καὶ ἰᾶτο πάντας."
Luke,Luke,6,26,0.992,0.008,0.0046,HIGH,Jewish,11,Καὶ αὐτὸς ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τοὺς μαθητὰς αὐτοῦ ἔλεγεν·
Luke,Luke,6,27,0.7468,0.2532,0.1389,MED,Jewish,10,"Μακάριοι οἱ πτωχοί, ὅτι ὑμετέρα ἐστὶν ἡ βασιλεία τοῦ θεοῦ."
Luke,Luke,6,28,0.5143,0.4857,0.0937,MED,Jewish,6,"μακάριοι οἱ πεινῶντες νῦν, ὅτι χορτασθήσεσθε."
Luke,Luke,6,29,0.4491,0.5509,0.1036,MED,Gentile,6,"μακάριοι οἱ κλαίοντες νῦν, ὅτι γελάσετε."
Luke,Luke,6,30,0.8417,0.1583,0.0767,MED,Jewish,25,"Μακάριοί ἐστε ὅταν μισήσωσιν ὑμᾶς οἱ ἄνθρωποι, καὶ ὅταν ἀφορίσωσιν ὑμᾶς καὶ ὀνειδίσωσιν καὶ ἐκβάλωσιν τὸ ὄνομα ὑμῶν ὡς πονηρὸν ἕνεκα τοῦ υἱοῦ τοῦ ἀνθρώπου·"
Luke,Luke,6,31,0.9665,0.0335,0.0395,HIGH,Jewish,16,"χάρητε ἐν ἐκείνῃ τῇ ἡμέρᾳ καὶ σκιρτήσατε, ἰδοὺ γὰρ ὁ μισθὸς ὑμῶν πολὺς ἐν τῷ οὐρανῷ·"
Luke,Luke,6,32,0.5277,0.4723,0.2439,LOW,Jewish,10,κατὰ ⸂τὰ αὐτὰ⸃ γὰρ ἐποίουν τοῖς προφήταις οἱ πατέρες αὐτῶν.
Luke,Luke,6,33,0.6635,0.3365,0.2339,LOW,Jewish,10,"πλὴν οὐαὶ ὑμῖν τοῖς πλουσίοις, ὅτι ἀπέχετε τὴν παράκλησιν ὑμῶν."
Luke,Luke,6,34,0.6259,0.3741,0.0895,MED,Jewish,7,"οὐαὶ ὑμῖν, οἱ ἐμπεπλησμένοι ⸀νῦν, ὅτι πεινάσετε."
Luke,Luke,6,35,0.5539,0.4461,0.3202,LOW,Jewish,8,"⸀οὐαί, οἱ γελῶντες νῦν, ὅτι πενθήσετε καὶ κλαύσετε."
Luke,Luke,6,36,0.344,0.656,0.3198,LOW,Gentile,18,"Οὐαὶ ὅταν ⸂καλῶς ὑμᾶς⸃ εἴπωσιν ⸀πάντες οἱ ἄνθρωποι, κατὰ ⸂τὰ αὐτὰ⸃ γὰρ ἐποίουν τοῖς ψευδοπροφήταις οἱ πατέρες αὐτῶν."
Luke,Luke,6,37,0.9642,0.0358,0.0463,HIGH,Jewish,23,"Ἀλλὰ ὑμῖν λέγω τοῖς ἀκούουσιν, ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν, καλῶς ποιεῖτε τοῖς μισοῦσιν ὑμᾶς, εὐλογεῖτε τοὺς καταρωμένους ⸀ὑμᾶς, προσεύχεσθε ⸀περὶ τῶν ἐπηρεαζόντων ὑμᾶς."
Luke,Luke,6,38,0.9958,0.0042,0.0017,HIGH,Jewish,22,"τῷ τύπτοντί σε ἐπὶ τὴν σιαγόνα πάρεχε καὶ τὴν ἄλλην, καὶ ἀπὸ τοῦ αἴροντός σου τὸ ἱμάτιον καὶ τὸν χιτῶνα μὴ κωλύσῃς."
Luke,Luke,6,39,0.9454,0.0546,0.0396,HIGH,Jewish,12,"⸀παντὶ αἰτοῦντί σε δίδου, καὶ ἀπὸ τοῦ αἴροντος τὰ σὰ μὴ ἀπαίτει."
Luke,Luke,6,40,0.8087,0.1913,0.1439,MED,Jewish,11,"καὶ καθὼς θέλετε ἵνα ποιῶσιν ὑμῖν οἱ ⸀ἄνθρωποι, ποιεῖτε αὐτοῖς ὁμοίως."
Luke,Luke,6,41,0.7814,0.2186,0.1109,MED,Jewish,10,"Καὶ εἰ ἀγαπᾶτε τοὺς ἀγαπῶντας ὑμᾶς, ποία ὑμῖν χάρις ἐστίν;"
Luke,Luke,6,42,0.5151,0.4849,0.0761,MED,Jewish,8,καὶ γὰρ οἱ ἁμαρτωλοὶ τοὺς ἀγαπῶντας αὐτοὺς ἀγαπῶσιν.
Luke,Luke,6,43,0.8762,0.1238,0.0679,MED,Jewish,10,"⸀καὶ ἐὰν ἀγαθοποιῆτε τοὺς ἀγαθοποιοῦντας ὑμᾶς, ποία ὑμῖν χάρις ἐστίν;"
Luke,Luke,6,44,0.3033,0.6967,0.1175,MED,Gentile,6,⸁καὶ οἱ ἁμαρτωλοὶ τὸ αὐτὸ ποιοῦσιν.
Luke,Luke,6,45,0.852,0.148,0.0815,MED,Jewish,11,"καὶ ἐὰν ⸀δανίσητε παρ’ ὧν ἐλπίζετε ⸀λαβεῖν, ποία ὑμῖν χάρις ἐστίν;"
Luke,Luke,6,46,0.6355,0.3645,0.0996,MED,Jewish,8,⸀καὶ ἁμαρτωλοὶ ἁμαρτωλοῖς δανίζουσιν ἵνα ἀπολάβωσιν τὰ ἴσα.
Luke,Luke,6,47,0.4593,0.5407,0.2311,LOW,Gentile,11,πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανίζετε μηδὲν ἀπελπίζοντες·
Luke,Luke,6,48,0.9868,0.0132,0.0216,HIGH,Jewish,19,"καὶ ἔσται ὁ μισθὸς ὑμῶν πολύς, καὶ ἔσεσθε υἱοὶ Ὑψίστου, ὅτι αὐτὸς χρηστός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς."
Luke,Luke,6,49,0.725,0.275,0.1055,MED,Jewish,8,⸀γίνεσθε οἰκτίρμονες ⸀καθὼς ὁ πατὴρ ὑμῶν οἰκτίρμων ἐστίν·
Luke,Luke,6,50,0.8661,0.1339,0.0633,MED,Jewish,7,"Καὶ μὴ κρίνετε, καὶ οὐ μὴ κριθῆτε·"
Luke,Luke,6,51,0.8661,0.1339,0.0633,MED,Jewish,7,"⸀καὶ μὴ καταδικάζετε, καὶ οὐ μὴ καταδικασθῆτε."
Luke,Luke,6,52,0.5296,0.4704,0.2556,LOW,Jewish,3,"ἀπολύετε, καὶ ἀπολυθήσεσθε·"
Luke,Luke,6,53,0.887,0.113,0.0823,MED,Jewish,4,"δίδοτε, καὶ δοθήσεται ὑμῖν·"
Luke,Luke,6,54,0.8786,0.1214,0.0609,MED,Jewish,10,μέτρον καλὸν πεπιεσμένον ⸀σεσαλευμένον ὑπερεκχυννόμενον δώσουσιν εἰς τὸν κόλπον ὑμῶν·
Luke,Luke,6,55,0.9302,0.0698,0.0698,MED,Jewish,6,⸂ᾧ γὰρ μέτρῳ⸃ μετρεῖτε ἀντιμετρηθήσεται ὑμῖν.
Luke,Luke,6,56,0.7499,0.2501,0.0913,MED,Jewish,5,Εἶπεν δὲ ⸀καὶ παραβολὴν αὐτοῖς·
Luke,Luke,6,57,0.5818,0.4182,0.1036,MED,Jewish,5,Μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν;
Luke,Luke,6,58,0.4915,0.5085,0.138,MED,Gentile,5,οὐχὶ ἀμφότεροι εἰς βόθυνον ⸀ἐμπεσοῦνται;
Luke,Luke,6,59,0.5015,0.4985,0.2468,LOW,Jewish,14,"οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν ⸀διδάσκαλον, κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος αὐτοῦ."
Luke,Luke,6,60,0.9535,0.0465,0.0709,MED,Jewish,22,"τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ δοκὸν τὴν ἐν τῷ ἰδίῳ ὀφθαλμῷ οὐ κατανοεῖς;"
Luke,Luke,6,61,0.8722,0.1278,0.0718,MED,Jewish,6,⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου·
Luke,Luke,6,62,0.9937,0.0063,0.0094,HIGH,Jewish,19,"Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων;"
Luke,Luke,6,63,0.9927,0.0073,0.0048,HIGH,Jewish,22,"ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃."
Luke,Luke,6,64,0.5492,0.4508,0.0394,HIGH,Jewish,15,"Οὐ γάρ ἐστιν δένδρον καλὸν ποιοῦν καρπὸν σαπρόν, οὐδὲ ⸀πάλιν δένδρον σαπρὸν ποιοῦν καρπὸν καλόν."
Luke,Luke,6,65,0.828,0.172,0.0514,MED,Jewish,8,ἕκαστον γὰρ δένδρον ἐκ τοῦ ἰδίου καρποῦ γινώσκεται·
Luke,Luke,6,66,0.599,0.401,0.1293,MED,Jewish,11,"οὐ γὰρ ἐξ ἀκανθῶν συλλέγουσιν σῦκα, οὐδὲ ἐκ βάτου ⸂σταφυλὴν τρυγῶσιν⸃."
Luke,Luke,6,67,0.9392,0.0608,0.0945,MED,Jewish,22,"ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας ⸀αὐτοῦ προφέρει τὸ ἀγαθόν, καὶ ὁ ⸀πονηρὸς ἐκ τοῦ ⸀πονηροῦ προφέρει τὸ πονηρόν·"
Luke,Luke,6,68,0.8286,0.1714,0.0901,MED,Jewish,8,ἐκ γὰρ ⸀περισσεύματος καρδίας λαλεῖ τὸ στόμα αὐτοῦ.
Luke,Luke,6,69,0.7969,0.2031,0.072,MED,Jewish,4,Τί δέ με καλεῖτε·
Luke,Luke,6,70,0.5286,0.4714,0.118,MED,Jewish,7,"Κύριε κύριε, καὶ οὐ ποιεῖτε ἃ λέγω;"
Luke,Luke,6,71,0.9871,0.0129,0.0088,HIGH,Jewish,18,"πᾶς ὁ ἐρχόμενος πρός με καὶ ἀκούων μου τῶν λόγων καὶ ποιῶν αὐτούς, ὑποδείξω ὑμῖν τίνι ἐστὶν ὅμοιος·"
Luke,Luke,6,72,0.988,0.012,0.0078,HIGH,Jewish,15,ὅμοιός ἐστιν ἀνθρώπῳ οἰκοδομοῦντι οἰκίαν ὃς ἔσκαψεν καὶ ἐβάθυνεν καὶ ἔθηκεν θεμέλιον ἐπὶ τὴν πέτραν·
Luke,Luke,6,73,0.9062,0.0938,0.0726,MED,Jewish,19,"πλημμύρης δὲ γενομένης προσέρηξεν ὁ ποταμὸς τῇ οἰκίᾳ ἐκείνῃ, καὶ οὐκ ἴσχυσεν σαλεῦσαι αὐτὴν ⸂διὰ τὸ καλῶς οἰκοδομῆσθαι αὐτήν⸃."
Luke,Luke,6,74,0.9926,0.0074,0.0076,HIGH,Jewish,31,"ὁ δὲ ἀκούσας καὶ μὴ ποιήσας ὅμοιός ἐστιν ἀνθρώπῳ οἰκοδομήσαντι οἰκίαν ἐπὶ τὴν γῆν χωρὶς θεμελίου, ᾗ προσέρηξεν ὁ ποταμός, καὶ ⸂εὐθὺς συνέπεσεν⸃, καὶ ἐγένετο τὸ ῥῆγμα τῆς οἰκίας ἐκείνης μέγα."
Luke,Luke,7,1,0.9937,0.0063,0.0073,HIGH,Jewish,14,"⸀Ἐπειδὴ ἐπλήρωσεν πάντα τὰ ῥήματα αὐτοῦ εἰς τὰς ἀκοὰς τοῦ λαοῦ, εἰσῆλθεν εἰς Καφαρναούμ."
Luke,Luke,7,2,0.7759,0.2241,0.1283,MED,Jewish,12,"Ἑκατοντάρχου δέ τινος δοῦλος κακῶς ἔχων ἤμελλεν τελευτᾶν, ὃς ἦν αὐτῷ ἔντιμος."
Luke,Luke,7,3,0.9924,0.0076,0.0046,HIGH,Jewish,19,"ἀκούσας δὲ περὶ τοῦ Ἰησοῦ ἀπέστειλεν πρὸς αὐτὸν πρεσβυτέρους τῶν Ἰουδαίων, ἐρωτῶν αὐτὸν ὅπως ἐλθὼν διασώσῃ τὸν δοῦλον αὐτοῦ."
Luke,Luke,7,4,0.9247,0.0753,0.1078,MED,Jewish,27,"οἱ δὲ παραγενόμενοι πρὸς τὸν Ἰησοῦν παρεκάλουν αὐτὸν σπουδαίως λέγοντες ὅτι Ἄξιός ἐστιν ᾧ ⸀παρέξῃ τοῦτο, ἀγαπᾷ γὰρ τὸ ἔθνος ἡμῶν καὶ τὴν συναγωγὴν αὐτὸς ᾠκοδόμησεν ἡμῖν."
Luke,Luke,7,5,0.9252,0.0748,0.0489,HIGH,Jewish,6,ὁ δὲ Ἰησοῦς ἐπορεύετο σὺν αὐτοῖς.
Luke,Luke,7,6,0.8669,0.1331,0.1049,MED,Jewish,15,ἤδη δὲ αὐτοῦ οὐ μακρὰν ἀπέχοντος ἀπὸ τῆς οἰκίας ἔπεμψεν ⸂φίλους ὁ ἑκατοντάρχης⸃ λέγων αὐτῷ·
Luke,Luke,7,7,0.4919,0.5081,0.346,LOW,Gentile,13,"Κύριε, μὴ σκύλλου, οὐ γὰρ ⸂ἱκανός εἰμι⸃ ἵνα ὑπὸ τὴν στέγην μου εἰσέλθῃς·"
Luke,Luke,7,8,0.8427,0.1573,0.108,MED,Jewish,7,διὸ οὐδὲ ἐμαυτὸν ἠξίωσα πρὸς σὲ ἐλθεῖν·
Luke,Luke,7,9,0.7458,0.2542,0.2624,LOW,Jewish,8,"ἀλλὰ εἰπὲ λόγῳ, καὶ ⸀ἰαθήτω ὁ παῖς μου·"
Luke,Luke,7,10,0.8507,0.1493,0.0827,MED,Jewish,15,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος, ἔχων ὑπ’ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ·"
Luke,Luke,7,11,0.7261,0.2739,0.0829,MED,Jewish,5,"Πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ·"
Luke,Luke,7,12,0.8971,0.1029,0.0657,MED,Jewish,7,"Ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου·"
Luke,Luke,7,13,0.6935,0.3065,0.0807,MED,Jewish,4,"Ποίησον τοῦτο, καὶ ποιεῖ."
Luke,Luke,7,14,0.955,0.045,0.0438,HIGH,Jewish,14,"ἀκούσας δὲ ταῦτα ὁ Ἰησοῦς ἐθαύμασεν αὐτόν, καὶ στραφεὶς τῷ ἀκολουθοῦντι αὐτῷ ὄχλῳ εἶπεν·"
Luke,Luke,7,15,0.8837,0.1163,0.1014,MED,Jewish,9,"Λέγω ὑμῖν, ⸀οὐδὲ ἐν τῷ Ἰσραὴλ τοσαύτην πίστιν εὗρον."
Luke,Luke,7,16,0.9925,0.0075,0.0115,HIGH,Jewish,11,καὶ ὑποστρέψαντες ⸂εἰς τὸν οἶκον οἱ πεμφθέντες⸃ εὗρον ⸀τὸν δοῦλον ὑγιαίνοντα.
Luke,Luke,7,17,0.9986,0.0014,0.0014,HIGH,Jewish,19,"Καὶ ἐγένετο ἐν τῷ ἑξῆς ⸀ἐπορεύθη εἰς πόλιν καλουμένην Ναΐν, καὶ συνεπορεύοντο αὐτῷ οἱ μαθηταὶ ⸀αὐτοῦ καὶ ὄχλος πολύς."
Luke,Luke,7,18,0.9989,0.0011,0.0005,HIGH,Jewish,28,"ὡς δὲ ἤγγισεν τῇ πύλῃ τῆς πόλεως, καὶ ἰδοὺ ἐξεκομίζετο τεθνηκὼς ⸂μονογενὴς υἱὸς⸃ τῇ μητρὶ αὐτοῦ, καὶ αὐτὴ ⸀ἦν χήρα, καὶ ὄχλος τῆς πόλεως ἱκανὸς ⸁ἦν σὺν αὐτῇ."
Luke,Luke,7,19,0.9995,0.0005,0.0005,HIGH,Jewish,11,καὶ ἰδὼν αὐτὴν ὁ κύριος ἐσπλαγχνίσθη ἐπ’ αὐτῇ καὶ εἶπεν αὐτῇ·
Luke,Luke,7,20,0.491,0.509,0.248,LOW,Gentile,13,"Μὴ κλαῖε. καὶ προσελθὼν ἥψατο τῆς σοροῦ, οἱ δὲ βαστάζοντες ἔστησαν, καὶ εἶπεν·"
Luke,Luke,7,21,0.9371,0.0629,0.068,MED,Jewish,4,"Νεανίσκε, σοὶ λέγω, ἐγέρθητι."
Luke,Luke,7,22,0.9973,0.0027,0.0038,HIGH,Jewish,13,"καὶ ἀνεκάθισεν ὁ νεκρὸς καὶ ἤρξατο λαλεῖν, καὶ ἔδωκεν αὐτὸν τῇ μητρὶ αὐτοῦ."
Luke,Luke,7,23,0.9719,0.0281,0.0147,HIGH,Jewish,23,"ἔλαβεν δὲ φόβος πάντας, καὶ ἐδόξαζον τὸν θεὸν λέγοντες ὅτι Προφήτης μέγας ⸀ἠγέρθη ἐν ἡμῖν, καὶ ὅτι Ἐπεσκέψατο ὁ θεὸς τὸν λαὸν αὐτοῦ."
Luke,Luke,7,24,0.9982,0.0018,0.0014,HIGH,Jewish,15,καὶ ἐξῆλθεν ὁ λόγος οὗτος ἐν ὅλῃ τῇ Ἰουδαίᾳ περὶ αὐτοῦ ⸀καὶ πάσῃ τῇ περιχώρῳ.
Luke,Luke,7,25,0.9168,0.0832,0.0307,HIGH,Jewish,9,Καὶ ἀπήγγειλαν Ἰωάννῃ οἱ μαθηταὶ αὐτοῦ περὶ πάντων τούτων.
Luke,Luke,7,26,0.9939,0.0061,0.0061,HIGH,Jewish,14,καὶ προσκαλεσάμενος δύο τινὰς τῶν μαθητῶν αὐτοῦ ὁ Ἰωάννης ἔπεμψεν πρὸς τὸν ⸀κύριον λέγων·
Luke,Luke,7,27,0.7043,0.2957,0.1118,MED,Jewish,7,Σὺ εἶ ὁ ἐρχόμενος ἢ ⸀ἄλλον προσδοκῶμεν;
Luke,Luke,7,28,0.6328,0.3672,0.1888,LOW,Jewish,7,παραγενόμενοι δὲ πρὸς αὐτὸν οἱ ἄνδρες εἶπαν·
Luke,Luke,7,29,0.9249,0.0751,0.0801,MED,Jewish,8,Ἰωάννης ὁ βαπτιστὴς ⸀ἀπέστειλεν ἡμᾶς πρὸς σὲ λέγων·
Luke,Luke,7,30,0.7043,0.2957,0.1118,MED,Jewish,7,Σὺ εἶ ὁ ἐρχόμενος ἢ ἄλλον προσδοκῶμεν;
